SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,price_per_sqft,property_age,listing_category
1523,4,1,Rural,1993,222034.78738984896,145.78777898217265,32,Mid-Range
1216,3,1,Urban,2012,229065.95560439292,188.3766082272968,13,Mid-Range
1989,3,1,Urban,2019,67183.60513558541,33.77757925368799,6,Budget
2614,4,1,Rural,2004,236026.0433223279,90.29305406362964,21,Mid-Range
1374,3,1,Suburb,1976,121304.63385709944,88.2857597213242,49,Budget
1035,4,3,Urban,1957,64032.54024730441,61.86718864473856,68,Budget
1775,5,2,Rural,1984,316853.1859080533,178.50883713129764,41,High-End
1027,4,1,Suburb,1988,149765.56916344806,145.8282075593457,37,Budget
2395,5,1,Suburb,1969,219837.4318773728,91.79015944775482,56,Mid-Range
1085,3,2,Urban,1993,35259.05450785691,32.49682443120453,32,Budget
1187,2,1,Urban,1980,164598.89981473924,138.6679863645655,45,Budget
1304,5,3,Suburb,1973,168147.67804415344,128.94760586208085,52,Budget
1765,2,3,Rural,1971,140659.88963378145,79.69398846106598,54,Budget
2445,2,2,Rural,1999,380392.63569265866,155.57981009924688,26,High-End
1079,4,1,Suburb,1960,114731.35160131069,106.33118776766514,65,Budget
1185,4,1,Urban,1991,111492.5512939126,94.08654117629756,34,Budget
2028,2,3,Rural,2013,301476.3316808422,148.65696828443896,12,High-End
1557,4,3,Rural,2020,212732.63068444008,136.6298206065768,5,Mid-Range
2889,2,1,Urban,2009,297960.8784113892,103.13633728327767,16,High-End
2520,4,1,Urban,1975,333842.9080179165,132.47734445155416,50,High-End
1508,4,1,Urban,1965,174733.05691130427,115.8707273947641,60,Budget
2637,4,1,Rural,1957,322616.9319270356,122.34240877020692,68,High-End
1970,2,1,Suburb,1988,170982.5519504589,86.79317357891316,37,Budget
2025,3,3,Rural,1952,171779.40508336126,84.82933584363519,73,Budget
1216,4,3,Rural,1970,82277.71713417117,67.6625963274434,55,Budget
2560,4,3,Suburb,1968,353191.1557886386,137.96529522993697,57,High-End
1256,2,3,Suburb,1965,67294.63818346597,53.57853358556208,60,Budget
2758,5,2,Rural,1999,298421.2580387501,108.20205150063455,26,High-End
2476,2,3,Suburb,1997,299267.02847682696,120.86713589532592,28,High-End
2447,4,1,Suburb,2007,192342.0613743856,78.60321265810609,18,Mid-Range
1323,4,3,Rural,2001,197626.311109354,149.37740824592137,24,Mid-Range
2522,3,3,Urban,2017,354449.3078206132,140.5429452103938,8,High-End
2604,4,3,Urban,2015,337221.15851333993,129.50121294675114,10,High-End
1196,5,2,Urban,2010,158431.57094737442,132.46786868509568,15,Budget
1503,4,3,Rural,1989,132394.87577666645,88.08707636504754,36,Budget
2295,4,3,Rural,1970,249973.5357076616,108.92093059157368,55,Mid-Range
1693,3,1,Suburb,1960,226308.36637448845,133.67298663584668,65,Mid-Range
1958,5,1,Rural,1971,182595.3195097924,93.25603652185517,54,Budget
1017,5,1,Suburb,1979,89294.08962331024,87.80146472301892,46,Budget
1106,4,1,Urban,1967,119060.49257019495,107.64963161862111,58,Budget
2552,5,2,Urban,2019,301809.31567557564,118.26383843086819,6,High-End
1124,3,3,Suburb,2021,98105.16039488008,87.28217116982213,4,Budget
1482,2,2,Rural,1980,267653.2938956605,180.60276241272638,45,High-End
2617,4,3,Rural,1962,256559.1306081827,98.03558678188104,63,Mid-Range
2027,4,1,Urban,1991,125776.0376420687,62.05033924127711,34,Budget
1626,5,3,Rural,1994,304625.4896223532,187.34654958324307,31,High-End
1350,4,3,Urban,1963,149940.21247092585,111.06682405253767,62,Budget
1350,4,3,Urban,2018,187293.46115956968,138.73589715523678,7,Budget
1648,3,2,Suburb,1987,187771.0459076129,113.93874144879423,38,Budget
2822,2,1,Suburb,1984,279707.22527377855,99.11666381069402,41,High-End
1900,2,1,Urban,1961,253146.51109701465,133.23500584053403,64,Mid-Range
1227,5,2,Urban,1968,171876.42713168042,140.07858771938095,57,Budget
1015,3,2,Suburb,1966,145750.49174385733,143.59654359000723,59,Budget
2833,3,2,Urban,1988,316635.0660995952,111.76670176477064,37,High-End
1424,3,1,Rural,2012,187929.83169590143,131.9731964156611,13,Budget
1463,3,1,Urban,1978,94623.28558434048,64.67757046092993,47,Budget
1723,4,1,Urban,1952,204528.77191889923,118.7050330347645,73,Mid-Range
2269,5,2,Rural,2003,317311.8040041152,139.84654209083968,22,High-End
2821,5,2,Urban,1985,343338.9665552512,121.70824762681717,40,High-End
1793,4,1,Urban,1989,179129.69853204527,99.90501870164265,36,Budget
1176,5,3,Rural,1969,231901.98011263605,197.19556132026875,56,Mid-Range
1542,3,3,Rural,2013,260415.8324103496,168.8818627823279,12,High-End
1508,4,1,Urban,1953,147893.2306300842,98.07243410483038,72,Budget
2585,4,3,Rural,1977,313071.43530684843,121.11080669510578,48,High-End
2678,2,2,Suburb,1958,391915.7568492561,146.34643646350116,67,High-End
1563,4,1,Urban,1994,218147.77798505907,139.56991553746582,31,Mid-Range
1232,2,2,Urban,2001,168606.21474576433,136.85569378714638,24,Budget
2701,4,3,Urban,1968,313092.74660605413,115.9173441710678,57,High-End
2061,5,1,Suburb,2021,172705.12899200234,83.79676321785655,4,Budget
1490,2,3,Urban,2007,241380.0925006017,162.00006208094072,18,Mid-Range
2016,2,2,Rural,2016,215628.3895863216,106.95852658051666,9,Mid-Range
1443,2,1,Suburb,1963,174471.54558374948,120.90890199844038,62,Budget
1019,2,2,Suburb,2007,176825.42164211022,173.5283823769482,18,Budget
2634,3,2,Suburb,1953,266506.26942520024,101.17929742794239,72,High-End
2750,4,2,Suburb,1998,234482.9977470729,85.26654463529924,27,Mid-Range
2579,3,2,Suburb,1971,247285.97159730204,95.88444032466151,54,Mid-Range
1110,5,1,Urban,2009,114891.378264977,103.50574618466396,16,Budget
1486,4,3,Rural,2004,205995.56680844355,138.62420377418812,21,Mid-Range
1088,3,3,Urban,1956,113413.14617508372,104.24002405798136,69,Budget
2342,4,2,Suburb,2003,163451.666683833,69.79148876337874,22,Budget
2141,3,2,Suburb,1984,154444.1684219995,72.13646353199415,41,Budget
1433,5,2,Rural,1974,136149.34699304882,95.01001185837322,51,Budget
2941,3,3,Suburb,1953,300820.17100464413,102.28499524129349,72,High-End
2262,5,1,Suburb,1989,223965.5068175371,99.01216039678917,36,Mid-Range
1071,2,3,Rural,1964,98590.4184147258,92.05454567201289,61,Budget
1821,3,3,Suburb,1988,206957.5099230765,113.65047222574216,37,Mid-Range
2928,2,2,Suburb,1951,327664.05849796504,111.90712380394982,74,High-End
2422,5,2,Suburb,1975,195166.4329337949,80.5806907241102,50,Mid-Range
1815,2,1,Suburb,1991,244187.0154109498,134.53830050190072,34,Mid-Range
1403,3,2,Rural,1974,166783.777854973,118.87653446541198,51,Budget
2698,4,2,Urban,1962,240800.19662382,89.25137013484803,63,Mid-Range
1250,3,2,Urban,1975,97956.01299293598,78.36481039434878,50,Budget
1868,2,3,Rural,2018,278067.3899042915,148.8583457731753,7,High-End
2218,2,1,Rural,1963,193077.01665705157,87.05005259560485,62,Mid-Range
2595,3,1,Suburb,1954,266785.7039812253,102.80759305634888,71,High-End
2633,3,3,Suburb,1981,278200.62198615604,105.65918039732473,44,High-End
2953,3,3,Urban,2021,351321.07563936635,118.97090268857649,4,High-End
1867,3,2,Rural,1979,127653.5335887069,68.37361199180873,46,Budget
2890,5,1,Suburb,1994,264178.58617638657,91.41127549355937,31,High-End
2608,4,3,Urban,1990,262922.2904502129,100.81376167569513,35,High-End
2245,2,3,Rural,1977,297127.2371414895,132.35066242382607,48,High-End
2654,5,2,Rural,1968,205747.69396384756,77.52362244304732,57,Mid-Range
2205,3,2,Urban,1958,272402.6373571149,123.5386110463106,67,High-End
1895,3,1,Rural,2006,212882.20190189444,112.3388928242187,19,Mid-Range
2753,5,1,Rural,2019,290970.35118123656,105.69209995686036,6,High-End
1255,3,1,Rural,1955,224889.3463126085,179.19469825705858,70,Mid-Range
2931,2,2,Rural,2014,283024.23902065656,96.56234698760032,11,High-End
2111,2,1,Rural,1985,295147.6342313348,139.81413274814534,40,High-End
1872,2,2,Suburb,2021,167793.10476556476,89.63306878502391,4,Budget
2810,5,1,Suburb,1998,213696.6945377264,76.04864574296313,27,Mid-Range
1491,3,2,Suburb,1952,212825.41768203324,142.74005210062592,73,Mid-Range
1335,5,1,Rural,1974,108764.54524334168,81.47156947066793,51,Budget
2561,2,3,Urban,1991,272105.32944203395,106.24964054745567,34,High-End
2430,5,2,Urban,1953,382064.8232033449,157.22832230590325,72,High-End
1632,3,3,Urban,1950,265923.9799141991,162.94361514350436,75,High-End
2312,3,1,Urban,1955,224454.1764494377,97.0822562497568,70,Mid-Range
1361,4,2,Suburb,1968,132117.97322916903,97.07419046963192,57,Budget
2464,4,1,Suburb,1983,323546.5075788813,131.30945924467585,42,High-End
2053,4,2,Suburb,1952,233068.131569602,113.5256364196795,73,Mid-Range
1918,2,3,Rural,2016,248546.64277869245,129.58636224123694,9,Mid-Range
2737,4,1,Rural,1981,358814.6852818456,131.09780244130275,44,High-End
1893,2,2,Rural,1994,234289.4719109845,123.76622921869227,31,Mid-Range
2571,5,3,Rural,1978,257307.440360804,100.0806846988736,47,Mid-Range
1636,3,3,Rural,2018,245476.74083800195,150.04690760269068,7,Mid-Range
2246,5,3,Rural,1951,300360.7319942571,133.73140338123645,74,High-End
1746,4,1,Urban,1980,181968.8621224688,104.2204250415056,45,Budget
2147,4,1,Suburb,1966,233380.95265737307,108.70095605839454,59,Mid-Range
1682,2,3,Suburb,1997,187433.13506689543,111.4346819660496,28,Budget
2002,2,2,Suburb,2001,341283.70504777494,170.47138114274472,24,High-End
2006,5,1,Suburb,2012,234782.44120873732,117.04010030345829,13,Mid-Range
2985,5,1,Suburb,1958,343556.9862971509,115.09446777123983,67,High-End
1692,4,1,Rural,1955,173238.26699500234,102.38668262115978,70,Budget
1214,2,3,Rural,2017,117364.17686747776,96.67559873762583,8,Budget
1117,2,2,Urban,2016,83286.29476139427,74.56248411942191,9,Budget
1226,5,1,Rural,1952,198853.13038424143,162.19668057442206,73,Mid-Range
1890,2,2,Urban,1954,267388.855538514,141.4755849410127,71,High-End
1443,5,1,Suburb,1988,228630.9527618986,158.44140870540443,37,Mid-Range
1548,3,1,Suburb,1963,207252.82640855017,133.88425478588513,62,Mid-Range
1828,4,2,Suburb,2012,210891.03542058304,115.3670872103846,13,Mid-Range
2631,2,2,Rural,1996,284641.0099080042,108.18738498973934,29,High-End
2655,2,2,Urban,1977,346490.97994624655,130.5050771925599,48,High-End
2460,3,3,Suburb,2013,361716.12828519865,147.03907653869862,12,High-End
1011,3,2,Urban,1957,176985.80778977694,175.06014618177738,68,Budget
2145,3,2,Suburb,1967,295842.8321363456,137.9220662640306,58,High-End
2570,5,2,Rural,1968,325126.5219687305,126.50837430689903,57,High-End
1488,5,2,Suburb,2002,226991.22649029057,152.54786726498023,23,Mid-Range
2274,3,2,Rural,2012,287712.1405780961,126.52248926037647,13,High-End
1578,4,2,Rural,1984,156427.13285933487,99.12999547486368,41,Budget
2505,4,2,Suburb,1994,226509.58786759956,90.42298916870241,31,Mid-Range
2573,2,1,Rural,2013,245565.20796412972,95.43925688462096,12,Mid-Range
2303,5,2,Urban,1993,324310.09822461935,140.82071134373396,32,High-End
1741,4,2,Rural,1973,139842.66360525665,80.32318415006125,52,Budget
2360,2,2,Urban,2001,310881.0814674742,131.72927180825178,24,High-End
1167,4,2,Rural,1979,95796.32379696834,82.08768105995573,46,Budget
1960,5,2,Rural,1990,233495.99155966967,119.13060793860697,35,Mid-Range
2976,4,1,Rural,1991,335560.66851732944,112.75560098028544,34,High-End
2351,4,3,Rural,2011,259589.61124156948,110.41667853746043,14,High-End
2269,5,2,Suburb,1959,304362.1277906581,134.13932472043106,66,High-End
2614,2,1,Rural,1976,283916.50907203124,108.61381372304179,49,High-End
2649,2,3,Rural,1960,302419.0266883627,114.16346798352689,65,High-End
2324,3,2,Rural,1992,215248.62472967463,92.61989015906826,33,Mid-Range
2752,2,1,Urban,1980,170151.3316353946,61.828245507047455,45,Budget
1199,3,3,Suburb,1986,216157.2636909415,180.2812874820196,39,Mid-Range
2916,5,3,Urban,1966,365181.43634098605,125.2336887314767,59,High-End
2523,2,3,Suburb,2017,272016.1119152984,107.81455089785905,8,High-End
1863,5,3,Suburb,1963,207321.21542982923,111.28352948461043,62,Mid-Range
1753,2,3,Urban,1993,237420.58221945705,135.4367268793252,32,Mid-Range
2036,4,1,Urban,1962,227756.0031683106,111.86444163473016,63,Mid-Range
2389,2,2,Urban,1958,221236.2326543001,92.606208729301,67,Mid-Range
2742,4,3,Rural,1953,283449.79488582275,103.37337523188285,72,High-End
1773,2,1,Suburb,1971,235007.87063360144,132.548150385562,54,Mid-Range
1096,5,2,Urban,1980,129181.85514384462,117.8666561531429,45,Budget
1070,3,1,Suburb,1950,159562.57013936978,149.12389732651383,75,Budget
1992,2,1,Urban,1973,253522.82834690876,127.27049615808673,52,Mid-Range
2838,5,3,Rural,1951,356437.5237470879,125.59461724703591,74,High-End
2884,4,2,Urban,1965,335463.02619382204,116.31866372878712,60,High-End
2765,4,1,Rural,1987,285926.27226518624,103.40914005974186,38,High-End
1356,4,2,Rural,2006,129713.49898818794,95.65892255766073,19,Budget
1811,4,3,Urban,1966,259388.7164648573,143.2295507812575,59,High-End
1543,5,2,Suburb,1964,217783.01449913683,141.14258878751576,61,Mid-Range
2273,2,3,Suburb,1961,173380.93333601486,76.27845725297618,64,Budget
1253,4,1,Rural,1988,164691.0459811565,131.43738705599083,37,Budget
2794,4,2,Suburb,1982,326708.69285344373,116.93224511576368,43,High-End
2205,2,2,Rural,1980,166654.18128706183,75.5801275678285,45,Budget
2875,5,3,Urban,1978,356571.4905196125,124.02486626769131,47,High-End
2997,4,3,Rural,1994,413063.5494718571,137.82567549945182,31,High-End
1987,3,2,Suburb,1953,170468.07738085475,85.79168464059121,72,Budget
2189,5,1,Suburb,2011,301756.7166306988,137.85140092768333,14,High-End
1003,3,1,Suburb,1981,785023.627105099,782.6756003041864,44,High-End
2486,5,1,Urban,1987,242978.5461610384,97.73875549518841,38,Mid-Range
1144,4,1,Suburb,1954,270766.9533893826,236.68439981589387,71,High-End
1164,5,3,Urban,1994,195067.5110262843,167.58377235935077,31,Mid-Range
1343,5,3,Rural,1997,157957.20994747593,117.6151972803246,28,Budget
2897,3,1,Urban,1955,313894.29303808283,108.35149915018393,70,High-End
2128,5,1,Urban,2017,262423.77082443266,123.31944117689505,8,High-End
2571,5,2,Urban,1971,303690.14489091,118.12140991478414,54,High-End
2337,4,3,Rural,1998,270131.01793609775,115.58879672062378,27,High-End
2192,2,1,Rural,2003,276915.36312904814,126.33000142748547,22,High-End
1519,3,1,Rural,2015,209332.5366653971,137.8094382260679,10,Mid-Range
2986,3,2,Urban,2018,422449.3237247577,141.4766656814326,7,High-End
1925,2,1,Urban,1995,162700.7158327339,84.51985238064098,30,Budget
2621,3,2,Urban,1964,276784.73097557406,105.60272070796415,61,High-End
2459,4,3,Suburb,2021,252764.25440820132,102.79148206921566,4,Mid-Range
1608,5,1,Suburb,1952,163722.4421696788,101.81743916024801,73,Budget
1511,5,1,Rural,1986,217940.34822264183,144.23583601763193,39,Mid-Range
1408,4,2,Rural,2008,128767.483529829,91.45417864334446,17,Budget
1435,3,2,Urban,2003,115557.7104558366,80.52802122357951,22,Budget
2338,5,1,Suburb,1994,246043.61671151107,105.23679072348635,31,Mid-Range
1541,2,3,Suburb,1970,107367.294580476,69.67377974073717,55,Budget
1612,5,1,Suburb,2005,243956.72951129096,151.3379215330589,20,Mid-Range
2602,4,2,Suburb,2017,252048.28774478709,96.86713595110956,8,Mid-Range
1899,5,3,Suburb,1977,236350.9212138395,124.46072733746155,48,Mid-Range
2884,4,1,Urban,2009,321077.74306272814,111.33070147806107,16,High-End
2976,3,3,Rural,1987,331897.36472384754,111.52465212494877,38,High-End
2086,2,2,Urban,2015,201960.23591090308,96.81698749324212,10,Mid-Range
2055,4,2,Suburb,2000,191158.6650482996,93.02124819868594,25,Mid-Range
2622,2,2,Rural,1966,302389.14022245485,115.32766598873182,59,High-End
2234,3,1,Suburb,1973,190277.19090366343,85.17331732482697,52,Mid-Range
2486,3,3,Rural,2012,281547.075306484,113.25304718683991,13,High-End
1562,4,3,Suburb,2018,137597.5363396261,88.09061225328175,7,Budget
1574,5,2,Urban,2019,194037.6272255812,123.2767644381075,6,Mid-Range
2103,2,1,Suburb,1998,250459.67179972472,119.09637270552768,27,Mid-Range
2021,5,2,Rural,2015,134401.25592113755,66.50235325142877,10,Budget
1342,2,2,Rural,1953,106581.4347745758,79.41984707494471,72,Budget
2255,3,1,Rural,1967,236814.9915029668,105.0177345911161,58,Mid-Range
2901,3,2,Suburb,1981,365920.3114499346,126.13592259563413,44,High-End
1612,3,3,Suburb,1975,165246.95270953304,102.51051656918924,50,Budget
1128,5,1,Urban,2015,65994.07912026139,58.50538929101187,10,Budget
2042,3,1,Suburb,1986,167958.4517470452,82.25193523361665,39,Budget
1356,5,2,Suburb,1988,77581.33862396226,57.213376566343854,37,Budget
2442,3,1,Rural,2001,269735.91038713057,110.45696576049573,24,High-End
1958,5,2,Rural,2016,176197.5004921827,89.98850893369904,9,Budget
2629,4,2,Suburb,1992,361085.5812017427,137.34712103527679,33,High-End
1080,4,2,Rural,1957,145447.03085432437,134.67317671696702,68,Budget
2638,2,2,Suburb,2012,243273.7811832287,92.21902243488579,13,Mid-Range
2904,5,3,Suburb,1999,390061.9028580155,134.31883707231938,26,High-End
1665,5,2,Suburb,2016,209599.630383686,125.8856638941057,9,Mid-Range
1780,4,1,Suburb,2006,178684.65322507857,100.38463664330257,19,Budget
2141,4,2,Suburb,2002,239726.1252908928,111.96923180331285,23,Mid-Range
2877,4,2,Suburb,1980,367102.4406375674,127.59904088897024,45,High-End
2517,2,2,Rural,1951,215442.26096357385,85.5948593419046,74,Mid-Range
1790,4,3,Urban,2003,192755.6913826556,107.68474378919308,22,Mid-Range
1491,2,2,Urban,2006,188094.4797184644,126.15323924779638,19,Budget
2898,2,2,Rural,1973,260246.50276679272,89.80210585465588,52,High-End
1224,4,1,Urban,1998,177607.008009857,145.10376471393545,27,Budget
1986,4,3,Urban,1979,217781.9853082592,109.65860287424934,46,Mid-Range
1418,4,1,Suburb,1966,178099.91685129204,125.59937718708889,59,Budget
1779,5,2,Rural,1954,197042.9421258631,110.7605070971687,71,Mid-Range
1136,3,1,Urban,2017,108244.66676846622,95.28579821167801,8,Budget
1225,5,1,Rural,2011,212261.21913773296,173.27446460223098,14,Mid-Range
2357,2,3,Suburb,1950,180705.2700312412,76.66748834588087,75,Budget
2252,2,3,Urban,2010,249971.4045730004,110.99973560079947,15,Mid-Range
1322,3,3,Urban,1992,199922.57284878893,151.2273622154228,33,Mid-Range
2131,3,1,Urban,1953,283457.2540035216,133.0160741452471,72,High-End
1811,4,3,Suburb,2017,213574.86322071613,117.93200619586754,8,Mid-Range
1444,5,1,Rural,1994,160043.3453685872,110.83334166799668,31,Budget
2940,5,1,Urban,1978,292259.6245356814,99.4080355563542,47,High-End
1006,5,2,Urban,1955,162825.44468690877,161.8543187742632,70,Budget
1127,3,1,Urban,1954,95057.15910646768,84.34530532960753,71,Budget
2376,5,2,Rural,2015,282816.669726696,119.03058490180807,10,High-End
1266,3,1,Suburb,1996,106516.1110435024,84.13594869155008,29,Budget
1684,5,2,Urban,1978,234091.61637856063,139.00927338394337,47,Mid-Range
1927,3,3,Suburb,1993,269435.43919413164,139.82119314692872,32,High-End
1213,5,2,Urban,1970,264311.9626536758,217.8993921299883,55,High-End
1246,2,1,Urban,1990,151789.4260159333,121.82136919416799,35,Budget
2641,3,2,Rural,2003,238054.25679440037,90.13792381461582,22,Mid-Range
2618,4,2,Rural,2003,237937.15739375667,90.88508685781386,22,Mid-Range
2827,2,3,Rural,1960,308446.6380695323,109.10740646251584,65,High-End
2397,2,2,Suburb,1981,300274.92634657526,125.27114157137058,44,High-End
1420,3,3,Urban,2021,141621.00184667102,99.73309989202184,4,Budget
2738,5,2,Rural,1974,335027.5765943094,122.36215361369956,51,High-End
